order_id,customer_id,delivery_status,order_total,payment_method,delivery_partner_id,year_month
8559748526,45868300,On Time,1152.09,Wallet,93002,2023-04
1458051433,50760752,On Time,1055.18,UPI,61040,2024-04
5838302640,96795047,Slightly Delayed,3377.44,UPI,30907,2023-05
1380971977,16561710,On Time,3117.74,Cash,52614,2024-06
1221099013,35156679,On Time,4335.11,Wallet,60689,2023-07
6771166303,87718744,Slightly Delayed,816.38,Wallet,98179,2023-07
7111337755,10524732,On Time,1550.71,Cash,84833,2023-05
5562922993,62416456,On Time,2292.64,Wallet,73904,2023-12
5630957897,69925688,On Time,827.44,Wallet,14408,2024-06
1787380558,5140660,On Time,2066.77,Cash,95835,2023-11
32613017,82594354,On Time,2354.28,Card,77303,2023-03
2039041670,88324928,Slightly Delayed,96.33,Wallet,31963,2024-11
210693801,71235336,On Time,3561.22,UPI,14789,2024-08
8120002258,57833505,On Time,1213.05,Card,61526,2024-01
2177917034,12402437,Slightly Delayed,3134.8,Card,75636,2024-02
4254814926,59890331,On Time,3818.33,Wallet,1761,2024-04
6074172790,14944819,On Time,2008.84,Wallet,3481,2023-07
3381573131,67386193,On Time,114.52,Cash,50582,2024-07
3773745777,67701771,On Time,1488.19,Card,97135,2024-05
9251939156,89910157,Slightly Delayed,891.6,Cash,57095,2023-12
3872982303,15484407,On Time,1779.45,Wallet,60234,2024-02
2625987757,10769994,On Time,169.88,UPI,51273,2023-08
3162249401,85519349,On Time,4406.98,Cash,47552,2024-05
3108986741,49241309,On Time,2401.92,Wallet,60867,2023-10
1851474741,23348269,Slightly Delayed,3742.79,Card,12879,2023-11
2425099132,85016568,On Time,2498.22,Wallet,44245,2023-08
6706793332,6247821,Slightly Delayed,949.75,UPI,76503,2024-10
2149289255,57579640,Significantly Delayed,2687.31,Cash,25251,2024-11
1971008155,2457734,On Time,1866.01,Cash,30330,2023-10
2087093460,59329145,On Time,4198.33,Card,27478,2024-07
2116712588,24043135,On Time,44.35,Wallet,34078,2023-11
6054358790,59216664,On Time,3217.7,Wallet,52564,2024-01
532660797,41008070,Slightly Delayed,2683.73,UPI,97547,2024-05
1491991005,52215833,On Time,3472.55,Wallet,85285,2024-03
4136019599,74179536,On Time,1131.05,Wallet,34667,2024-03
2122832513,55028958,Significantly Delayed,2037.94,UPI,39396,2024-02
3717703595,88965399,On Time,1756.7,Card,8041,2023-04
3194733693,21866852,Slightly Delayed,2552.88,UPI,16623,2023-07
4471162437,27971619,On Time,3355.65,Card,54708,2024-02
1609331948,8791577,On Time,3648.36,UPI,58721,2024-01
6920030794,70372270,On Time,2936.64,UPI,38745,2024-06
5127172657,32293017,Significantly Delayed,2185.5,Cash,80034,2024-06
8607115856,15931134,On Time,739.34,UPI,85718,2023-10
7154957395,60700850,On Time,2696.84,Wallet,63099,2023-04
2070762702,34761418,Slightly Delayed,2457.2,Cash,64950,2023-10
3697242439,99361865,On Time,2179.49,Cash,67408,2024-10
3063427913,75984768,On Time,4419.03,Card,24100,2023-09
2060061337,29272253,Slightly Delayed,3041.62,Wallet,50748,2023-04
4625892678,80371626,On Time,3166.49,Wallet,40337,2023-06
6045698170,666589,On Time,222.15,UPI,16848,2024-01
7876289647,98858383,Slightly Delayed,3218.62,UPI,28786,2024-08
3434084714,46836361,On Time,1179.41,Cash,58201,2024-02
9031695663,94730288,Slightly Delayed,2316.01,Card,43200,2024-01
1955989715,77862447,On Time,1931.35,Wallet,8135,2023-12
3459500455,16379942,On Time,2581.78,UPI,20504,2023-12
5953376503,79169760,Significantly Delayed,650.2,Wallet,34929,2024-05
121874867,94529626,On Time,2596.92,UPI,69733,2023-03
2460545397,42872865,Slightly Delayed,474.34,Wallet,50527,2024-10
9690050839,55803572,On Time,2551.93,Wallet,76868,2024-01
2574349065,51547198,On Time,4476.55,Wallet,406,2024-04
2461936988,14428954,Significantly Delayed,4196.95,Cash,77590,2023-07
6447596416,76987910,On Time,4965.12,Card,45656,2023-10
7228452275,42262168,On Time,326.42,Card,96211,2023-05
6696750742,5277675,On Time,2509.56,Wallet,89976,2023-04
822235931,44410149,Slightly Delayed,4866.15,Wallet,1773,2023-08
7678251499,17805991,On Time,3141.37,Cash,60822,2023-04
2497341976,9097480,On Time,3414.57,Wallet,42711,2023-09
9107314128,79591237,On Time,545.49,Wallet,21125,2024-05
9855726256,8651281,On Time,479.57,Card,59743,2023-05
9398719862,14991661,On Time,4255.0,Card,4852,2024-07
379494532,9650263,On Time,3609.27,UPI,99227,2024-07
1048784963,58942207,On Time,1159.84,Card,35552,2023-09
4386246924,69632084,Significantly Delayed,2026.78,Card,56384,2024-08
2050362692,79991320,On Time,2363.42,Cash,16076,2024-10
4142963293,34567918,On Time,3686.26,Cash,74308,2024-11
9753528654,61522288,On Time,109.03,Cash,63454,2024-07
8126970833,14161586,Significantly Delayed,4398.35,Wallet,83636,2024-09
9747814712,16359370,On Time,2333.7,Wallet,33342,2023-12
6281619403,77921718,On Time,3374.44,UPI,12086,2023-04
436184281,78614729,Significantly Delayed,3147.92,Card,59936,2023-11
9799231260,22077605,On Time,872.83,Wallet,58378,2024-03
4071811527,66023110,Slightly Delayed,1872.01,Card,27993,2023-07
5645359563,87160527,On Time,2624.29,Card,45180,2024-08
9411813703,62600289,On Time,4433.0,Wallet,32773,2023-09
4270217473,54580166,On Time,505.5,Cash,4904,2024-02
279851011,12967305,On Time,3495.33,Card,73623,2023-04
6260524887,57081917,On Time,2457.11,Card,22883,2024-06
5853998391,94453274,On Time,949.22,Wallet,23606,2023-09
9931976872,8955057,On Time,2487.83,Wallet,97297,2024-06
8432209832,90346920,Slightly Delayed,3835.31,Wallet,18907,2024-03
6023721507,8791577,On Time,1849.03,UPI,72197,2024-04
3042338919,76212152,On Time,2765.06,Wallet,70995,2023-05
233646065,16379942,On Time,578.85,Wallet,56968,2023-09
9870610018,94033330,On Time,478.79,Card,44706,2024-02
1398230967,46876240,On Time,1186.66,Card,92744,2024-04
8615488922,92209869,Significantly Delayed,3803.34,Card,1328,2023-11
2748841057,33544355,Significantly Delayed,1587.18,Card,11008,2023-12
1375867721,4862761,On Time,2244.24,Cash,21511,2024-07
8595141097,96511007,On Time,3385.77,UPI,19332,2024-03
4673382071,21784094,Slightly Delayed,1479.69,UPI,97477,2024-01
2948696008,51872499,On Time,3103.41,Cash,89164,2024-04
6839692624,64497538,Significantly Delayed,4464.84,Cash,44627,2023-11
5770951298,75510747,On Time,957.11,UPI,4946,2023-10
5084771819,6344345,Slightly Delayed,1207.68,Cash,66403,2024-08
422403644,56548063,Slightly Delayed,2331.5,UPI,23782,2023-05
7176758896,18394558,On Time,2640.24,Cash,75492,2023-07
8252905093,42589311,On Time,2315.77,Card,40596,2024-04
1488561572,75928073,On Time,4053.52,Cash,31495,2024-08
6212984517,72702075,On Time,1388.01,UPI,15665,2024-03
6309784337,26250082,On Time,1905.92,Card,23009,2024-05
4613890018,53538932,On Time,1545.79,Wallet,82638,2023-10
3429728472,64017365,Slightly Delayed,4138.27,Cash,77476,2023-03
267738904,63368244,Slightly Delayed,3596.07,Card,73022,2023-10
3850416839,57081917,Slightly Delayed,5490.94,UPI,32659,2024-07
3412702479,86479284,On Time,2344.83,Cash,35140,2023-12
2016183232,44928499,Slightly Delayed,1934.43,Card,38755,2023-07
3810280204,84361534,On Time,2956.37,Wallet,70290,2023-10
2416767295,767523,Slightly Delayed,2358.76,Card,28144,2024-07
2283439407,46623192,On Time,1216.8,UPI,58922,2023-07
4328802292,9738801,Significantly Delayed,1926.12,Cash,66985,2023-06
7072715691,74195536,On Time,2120.77,Cash,82046,2023-12
5640741373,90298394,On Time,765.76,Card,20090,2024-05
6931094066,17159117,On Time,2802.27,Card,66225,2023-11
3417088709,62629494,Significantly Delayed,912.29,UPI,63738,2024-05
4424404315,9274874,On Time,494.48,Wallet,8506,2023-07
2444087306,56250563,On Time,2440.73,Wallet,75692,2023-07
486085268,51040116,On Time,4749.99,UPI,90390,2023-12
1731312620,49795571,On Time,843.21,Wallet,75316,2023-05
6475582506,82529927,On Time,3895.25,Wallet,52304,2023-09
1868581378,93198324,On Time,2065.81,Card,38861,2024-03
8884235937,20298398,Slightly Delayed,1655.6,UPI,81977,2024-08
4590662628,87200291,Slightly Delayed,3148.95,Cash,18200,2024-01
992302540,32203588,On Time,198.72,Wallet,12863,2023-11
7169974633,59110513,On Time,2475.21,UPI,69861,2024-10
6703651257,93198324,On Time,727.87,Card,4285,2024-01
7180810221,20940403,Slightly Delayed,657.8,Cash,59848,2023-09
7875587578,60967677,Slightly Delayed,3351.74,Card,40025,2024-07
2578671497,76218218,On Time,3603.94,Card,64618,2024-01
6284350691,57207678,On Time,726.41,Wallet,9053,2024-06
5383261788,34588087,On Time,3375.86,Wallet,94840,2023-10
6590867973,56441247,On Time,1848.22,UPI,23582,2023-11
8787105023,81822935,On Time,1443.64,Wallet,54795,2024-05
1402916311,14275043,On Time,4553.36,Card,57649,2024-04
9715205272,52409516,On Time,1189.17,UPI,21783,2024-10
3946852375,96253172,On Time,150.99,Cash,92389,2024-07
3367039425,86050297,On Time,703.11,UPI,72408,2024-03
687711388,52757321,Slightly Delayed,1385.43,Card,44884,2024-02
647012431,34281470,Significantly Delayed,3706.1,Card,94183,2024-06
7143278295,50557979,On Time,1597.11,UPI,89680,2024-02
9736844695,31978160,On Time,1608.11,Cash,87624,2024-04
5933289680,5751638,Significantly Delayed,2950.6,Wallet,1722,2023-12
9494303116,98858383,On Time,1538.49,Card,12071,2024-07
9337878102,9987182,On Time,3119.18,Wallet,15234,2023-05
6872621077,77128325,On Time,3611.43,Wallet,42244,2023-09
7330237253,28428852,On Time,869.86,UPI,18688,2023-12
7942616242,33685414,Significantly Delayed,1116.0,Wallet,76694,2023-09
238520071,77320193,On Time,852.02,Cash,91088,2024-02
5812379362,46504355,On Time,3865.78,Wallet,68969,2023-08
2616623847,49915498,Slightly Delayed,3928.0,Cash,43649,2024-01
2040854480,40392019,Significantly Delayed,946.86,Wallet,11814,2023-12
5456484560,62600289,Significantly Delayed,1630.68,UPI,32681,2024-09
883309006,71229024,Slightly Delayed,1427.84,Cash,23074,2024-04
6528341992,64497538,Slightly Delayed,2360.73,Wallet,50910,2024-01
3263203775,44888581,On Time,826.28,UPI,38308,2024-09
3660010934,83577942,On Time,787.4,Wallet,17404,2024-01
7944885043,1683786,On Time,4410.72,Card,16741,2024-05
2506369831,1529180,Slightly Delayed,255.35,UPI,62473,2023-06
697061213,91196901,On Time,4473.11,Card,80729,2023-03
7079057004,1507408,Significantly Delayed,1946.09,Card,16501,2023-09
1556153632,67215939,Slightly Delayed,1277.85,Wallet,45137,2024-05
2161235338,38902882,Slightly Delayed,4431.77,Wallet,96206,2024-04
1247978468,97484394,On Time,1662.15,UPI,30662,2024-07
5437627061,58505903,On Time,910.19,UPI,39894,2024-08
9091960039,13455530,On Time,1349.36,Card,51540,2024-02
619198317,81906973,On Time,4216.63,UPI,83654,2023-11
9833179291,90372221,On Time,483.05,UPI,97223,2023-05
4148760273,93122847,On Time,994.97,UPI,55805,2024-05
7206041763,74694186,On Time,162.67,Card,1128,2023-05
690097648,2684440,Slightly Delayed,3471.29,Cash,92460,2023-12
4197061567,52757321,On Time,3685.3,UPI,48139,2024-02
2009394836,55056284,On Time,1159.53,UPI,71878,2023-10
277502363,88203688,On Time,2682.72,Card,18055,2023-12
4356959622,38709137,On Time,2128.54,Cash,94308,2024-01
174306009,87457446,Significantly Delayed,2424.07,UPI,35598,2024-08
9582674091,34237583,Significantly Delayed,951.43,UPI,16055,2024-08
8675579025,44409533,On Time,2636.86,Card,13158,2024-07
5195999941,52757321,Slightly Delayed,2298.98,Card,12987,2024-07
5210007923,97507853,On Time,1278.93,Cash,94672,2024-10
6595771960,45700473,On Time,4251.75,Cash,72175,2023-04
4247338382,34853377,Significantly Delayed,989.88,Cash,85815,2023-12
819143326,88324928,On Time,3284.6,Cash,73801,2024-01
3830844750,23996221,On Time,1663.27,UPI,95930,2023-08
1687314172,82425179,On Time,3835.73,Cash,86120,2024-03
6756007265,80850753,On Time,1848.13,Wallet,48609,2023-07
489762747,19482392,Significantly Delayed,766.2,Card,93825,2024-09
7509195875,42723554,On Time,4237.4,Card,96839,2023-11
2370917070,5763963,On Time,2639.9,Card,13883,2023-07
2055388266,119099,Slightly Delayed,3722.37,UPI,80608,2023-06
8969304162,43052303,On Time,1264.98,Wallet,67811,2023-10
5412674107,88111697,On Time,2646.85,Cash,15617,2024-10
1536516619,15631726,On Time,3466.59,Wallet,44378,2023-11
3858907413,89910157,On Time,3427.43,Cash,29907,2023-07
4976389251,79478655,On Time,1146.95,Card,89142,2023-09
2218319201,40587811,On Time,1216.48,Wallet,957,2024-11
6729422433,68159723,Slightly Delayed,3405.78,UPI,99898,2023-07
1354097448,98687927,On Time,3401.69,Card,10089,2023-06
8952275304,81174361,On Time,2474.23,Cash,95373,2024-08
436603801,54619715,On Time,838.89,Cash,64535,2023-12
5273875984,9278983,Slightly Delayed,2682.38,Cash,60888,2023-05
9290203003,21573815,On Time,2133.39,Cash,44829,2024-04
6240982373,91243571,On Time,3393.08,Cash,16774,2023-04
2718348206,5763963,On Time,632.43,UPI,66580,2023-11
4903544026,57331847,On Time,3778.46,Cash,7486,2024-05
2827266949,93675757,Slightly Delayed,3334.82,Card,24708,2024-09
4278423074,67708491,On Time,1073.53,Cash,23667,2023-12
645916247,76857266,Significantly Delayed,4465.9,Cash,98927,2023-10
5816647866,81420960,Significantly Delayed,2323.45,Cash,84702,2024-09
7282397914,97825663,On Time,2043.65,Cash,26008,2024-07
3260611473,12832151,Significantly Delayed,2731.48,Cash,28392,2024-02
8638163868,87718744,On Time,4272.81,Card,29019,2023-06
177850987,51174875,On Time,1934.67,UPI,61247,2023-11
9653859166,32987624,Slightly Delayed,2978.36,Wallet,72058,2023-03
9991338690,98444183,On Time,3273.99,Cash,50037,2024-07
1714593246,27698051,On Time,1100.8,Wallet,11180,2024-10
9742461226,34095555,On Time,949.56,UPI,16877,2024-01
3314393477,55170753,On Time,934.75,Cash,37197,2024-10
4188317986,42366724,Slightly Delayed,3448.71,Wallet,48031,2023-03
1646665366,51387106,Slightly Delayed,1086.27,Wallet,59753,2024-07
9558804585,82700270,Slightly Delayed,848.94,Card,32740,2024-03
9047652469,71902700,On Time,370.06,Card,27774,2024-08
2893800377,57892837,On Time,1966.14,Card,54327,2024-03
6139157985,88517890,Significantly Delayed,1623.51,Wallet,23927,2024-02
6029394789,7591711,Slightly Delayed,2118.04,UPI,28593,2023-04
5874940276,38875754,On Time,546.43,UPI,22218,2024-04
5205211911,57662767,Slightly Delayed,1098.4,Cash,38835,2024-09
5314758068,48776805,Slightly Delayed,4183.29,Card,68342,2024-02
484869710,6756256,On Time,1429.34,Cash,41598,2023-09
9957728938,25915909,Significantly Delayed,1445.95,UPI,64839,2024-08
3136056666,57770044,Slightly Delayed,211.25,UPI,60976,2024-04
4926104391,47206881,Slightly Delayed,2029.88,Wallet,13060,2023-10
1827844756,16785724,On Time,3372.28,UPI,78517,2023-04
7032037874,57291761,On Time,1694.99,UPI,59618,2024-06
3779230503,46699982,On Time,2781.39,Card,52785,2023-07
3473012553,89669139,Significantly Delayed,5062.8,Card,99684,2024-02
7988504487,8164639,On Time,3511.92,Wallet,86506,2024-05
7193792738,84572019,On Time,2817.36,Card,91241,2024-06
1533583386,35912599,On Time,4869.76,Wallet,40902,2023-08
7750989397,79672044,On Time,4099.45,Wallet,42583,2024-01
4434816229,63292875,On Time,1491.21,Wallet,17469,2023-09
6896732047,62068277,On Time,321.33,Cash,29664,2024-04
4740837071,64795608,On Time,5428.69,UPI,70,2023-11
6649631729,75640174,On Time,1082.76,Card,9599,2024-09
5351526726,75892474,On Time,3077.83,Cash,18337,2023-03
1506082041,11446157,On Time,4917.47,Card,80462,2023-05
1023260165,10683250,On Time,741.67,Card,93967,2024-02
8257032403,17805991,On Time,3177.73,Wallet,71946,2024-09
7216524192,72605638,On Time,227.22,Card,79713,2024-09
8619795820,98687927,Significantly Delayed,2686.37,Card,68794,2024-09
6494708839,25595836,On Time,2789.77,Cash,36208,2023-06
9859249765,5039883,On Time,1812.4,UPI,19900,2024-05
3528020011,33675108,On Time,934.98,Cash,32566,2023-11
5937934264,90346920,Slightly Delayed,3551.15,Card,41221,2024-09
2976477423,57213543,On Time,1277.83,Wallet,2591,2023-08
1002438039,85198177,On Time,3775.99,Card,52508,2024-02
2571163022,59345983,Slightly Delayed,674.39,Cash,59402,2024-02
6850221497,21270783,On Time,3496.28,UPI,43013,2024-07
4706569127,68016312,On Time,687.19,Wallet,74560,2023-07
8168261752,65903057,Significantly Delayed,1860.29,Card,18998,2024-04
5828325906,40587811,On Time,4230.58,Wallet,34564,2023-12
5012271549,73061709,Significantly Delayed,769.83,Cash,31783,2024-09
8110316958,61226835,On Time,806.56,Wallet,29001,2024-01
3190808443,77618011,On Time,2593.91,Cash,42099,2024-01
7175472728,9551011,On Time,307.23,UPI,95658,2023-09
6011117738,24337950,On Time,2539.66,Card,8264,2024-01
5592928753,46875863,Slightly Delayed,3473.11,UPI,96131,2024-08
3952040848,31156674,On Time,4818.61,UPI,16761,2024-05
7026479520,81994445,On Time,1691.47,Cash,82300,2024-07
6572695161,64197854,On Time,1671.67,Wallet,11353,2024-03
9090769419,66485571,On Time,1819.14,Wallet,45133,2024-09
5979489110,22161071,On Time,2337.12,Card,8681,2023-09
964698323,81763298,On Time,2352.88,Wallet,88842,2024-09
2304242664,65815155,On Time,1579.28,Card,76144,2024-03
2483843748,26040510,On Time,1692.9,Wallet,62504,2023-05
2560588609,6291143,On Time,319.34,UPI,48964,2024-06
9268920928,17805991,On Time,1404.2,Cash,26193,2023-07
9554019312,6247821,On Time,4088.52,UPI,24936,2023-09
3749174258,38902193,Slightly Delayed,2618.07,Wallet,32618,2024-02
3947164241,95768401,On Time,1463.39,UPI,82928,2024-11
487327038,67277562,On Time,563.45,UPI,84314,2023-10
8830321199,93341057,Slightly Delayed,46.62,Cash,6336,2024-08
3811318591,64940409,On Time,1563.3,UPI,44363,2023-07
6795601573,46629917,On Time,2301.92,Card,52656,2023-12
2348495717,86067293,On Time,691.58,Cash,80421,2023-06
9505736584,63571453,Significantly Delayed,826.21,Wallet,32176,2024-06
1857227304,99301505,On Time,1443.5,Card,24481,2024-03
5506485302,66655397,On Time,263.7,Cash,21250,2023-05
6074837981,61015113,On Time,832.37,Card,2837,2024-04
4150569633,2903620,Significantly Delayed,2206.06,Card,40413,2023-10
609838437,54619715,On Time,310.69,Card,34363,2023-12
5229657139,18889370,Slightly Delayed,3483.81,Cash,96161,2023-10
2589639350,64141971,On Time,1917.97,UPI,90443,2023-08
7656948165,44410149,Slightly Delayed,3332.9,Wallet,8275,2023-06
1806563605,25659794,On Time,5747.38,Wallet,16607,2023-12
359819834,12755730,Significantly Delayed,2060.96,UPI,70910,2023-12
1908423841,56441247,On Time,881.17,UPI,62488,2023-10
299859815,2848415,Slightly Delayed,1233.33,Wallet,62089,2024-01
923659418,25081012,On Time,2700.37,Wallet,24003,2023-04
3560625119,82989313,Slightly Delayed,2722.14,Wallet,64562,2023-05
7111490680,32500305,Slightly Delayed,1337.06,Card,9546,2024-01
5766981431,93675757,On Time,1178.42,UPI,55608,2024-01
8609945311,51670882,On Time,2238.35,Wallet,66475,2024-05
1691260635,80796977,On Time,3593.61,Card,74826,2024-06
8742091504,78254569,Slightly Delayed,2783.84,Card,69967,2023-07
1997833025,72489544,On Time,1074.29,UPI,77103,2023-07
3588296877,83404008,Significantly Delayed,2748.08,Card,73215,2024-08
2404804990,81757554,Slightly Delayed,3903.99,Wallet,38923,2023-12
8091385479,16082651,On Time,317.8,UPI,66240,2024-04
7133174424,8513589,On Time,4911.58,UPI,63462,2023-06
6110446321,78412820,On Time,657.8,Wallet,60577,2024-10
6964586050,4597433,On Time,2824.9,Cash,40358,2024-08
2351986014,85626346,Slightly Delayed,3434.75,Wallet,34744,2023-04
352569720,65660660,On Time,2081.26,Wallet,23236,2023-06
1235280275,46875863,On Time,626.59,Cash,90779,2023-08
9399859705,57548210,On Time,3915.04,UPI,31133,2023-10
7530379037,99729547,On Time,1496.89,UPI,79485,2024-08
5952886441,16420489,On Time,3604.38,Wallet,23150,2024-03
5815833211,31940833,On Time,1691.9,Card,78640,2024-02
7307394687,47043878,On Time,1894.83,Wallet,28767,2024-05
6033014029,29525287,Slightly Delayed,1534.73,Cash,31624,2024-10
1409944718,39042103,On Time,2483.94,UPI,92890,2023-08
1811382200,37915052,On Time,3949.87,UPI,97252,2023-08
4485391413,11478478,On Time,1293.18,Card,91131,2023-12
4076279641,89476734,Slightly Delayed,4782.5,UPI,25713,2023-07
2965387566,47955004,On Time,3578.47,Wallet,57502,2023-08
9397774189,92245432,On Time,48.55,Cash,38813,2023-06
1437159967,68016312,On Time,1315.84,Cash,69843,2024-06
8397785448,67952740,On Time,1325.59,Wallet,99345,2024-09
2778606949,33675108,On Time,3510.28,Card,16105,2024-10
1774096863,60656482,On Time,2645.28,Wallet,51118,2023-06
1497256618,87220860,On Time,5278.23,Card,24651,2023-04
734095510,56480776,On Time,1614.08,Card,6790,2024-06
5755859055,79592021,Significantly Delayed,354.52,Card,8522,2024-10
5840290569,99490786,On Time,2578.09,Wallet,92356,2023-09
8200985533,1855421,On Time,77.11,Card,92929,2024-01
3255590064,92642745,On Time,1763.6,UPI,88039,2023-04
4258404747,27692428,On Time,953.65,UPI,91951,2024-10
2455161115,27620326,On Time,1010.85,UPI,23471,2024-01
4448004569,47215976,On Time,2058.24,Card,49742,2024-01
5951090793,27878182,On Time,2143.89,UPI,35150,2024-04
7402491996,92509376,On Time,866.77,Card,15459,2024-07
8532411923,57360162,Slightly Delayed,1071.82,Wallet,82328,2024-07
7130555385,37309023,Slightly Delayed,1539.36,Cash,48673,2024-01
4338197132,66310963,On Time,3327.67,UPI,9198,2024-10
8044366071,80833965,On Time,2843.12,Card,31310,2023-04
4135251774,77961205,On Time,2487.3,Card,81045,2024-10
6331483812,97411107,Slightly Delayed,493.19,Wallet,45259,2024-09
6705171000,52417972,On Time,1912.64,Wallet,64847,2023-09
7850128898,38478423,Significantly Delayed,1427.18,Card,29466,2024-06
3602554049,65815155,Significantly Delayed,3310.35,Wallet,77387,2023-07
1070259187,22738465,On Time,517.77,Wallet,61963,2023-06
8412338399,2566268,Slightly Delayed,3825.11,Card,67313,2024-10
1478022303,69353754,On Time,841.61,Wallet,23035,2023-12
2376108199,81757554,On Time,1751.17,Card,27586,2024-05
5243035202,10541231,On Time,1688.35,Card,1015,2024-10
3687581971,81932548,Slightly Delayed,1046.51,Cash,63325,2024-10
7008586055,96109948,Significantly Delayed,2848.4,Wallet,67465,2023-05
5142069216,35459748,On Time,2551.88,UPI,60557,2024-02
4152441944,92636025,On Time,4483.92,UPI,46535,2023-04
5601670348,32830199,Slightly Delayed,354.91,Cash,47213,2024-10
605105099,5039883,On Time,3357.25,Cash,39281,2023-12
4054936140,28286754,On Time,400.92,Cash,5888,2024-04
8741892156,66886852,Slightly Delayed,2046.92,Card,10769,2023-11
9143640828,90298394,Slightly Delayed,1205.86,Card,902,2023-07
6900876252,87984862,On Time,3214.61,Wallet,80644,2024-02
9801174908,54347213,Slightly Delayed,1487.04,Card,33767,2024-04
551343632,59840071,On Time,4881.51,Cash,89726,2024-02
7961173808,90184276,On Time,2802.91,UPI,3302,2023-06
328909145,36146306,On Time,1851.18,Wallet,32899,2024-09
5551173528,64151769,On Time,2549.37,Card,16125,2024-11
4461788759,79895967,On Time,4562.67,Wallet,90986,2024-04
7256212429,28350645,On Time,727.95,Cash,87815,2024-03
9104077642,18199057,On Time,1869.79,Cash,20446,2024-10
2914056235,31456752,On Time,432.39,Card,86053,2024-01
9127632807,81528623,On Time,886.19,UPI,72143,2023-05
6070154414,45052594,On Time,2471.11,Cash,72709,2023-06
2318969828,2457734,On Time,1946.42,Cash,37500,2023-03
3813047994,60275891,On Time,3494.17,Cash,90983,2023-12
1416102774,92245432,Slightly Delayed,2657.83,UPI,99752,2024-04
8086834412,23286884,On Time,4748.88,Wallet,90596,2024-03
6193826826,85561151,On Time,166.42,Cash,81908,2023-08
8444509148,64141971,On Time,5368.83,Wallet,85993,2024-02
42332130,70363568,On Time,1441.07,Wallet,54725,2024-10
6009342120,59620534,Slightly Delayed,1402.9,Wallet,11837,2024-03
4818516411,85006599,On Time,938.03,Wallet,14473,2023-10
1039229544,93730857,On Time,3303.2,Cash,89340,2024-08
1515943657,59436131,On Time,2745.46,UPI,65345,2023-09
9183547951,19259955,On Time,3075.69,UPI,76728,2024-01
8478376092,91500615,On Time,4535.63,Wallet,68285,2023-04
1454073903,89874335,Slightly Delayed,2976.93,Card,31737,2023-09
2855402284,33370343,On Time,3570.08,Wallet,28578,2023-07
7245730533,51670882,Slightly Delayed,475.04,UPI,51934,2024-05
2272892659,24308515,Slightly Delayed,2182.59,Wallet,68804,2023-07
9087377568,54038173,On Time,2490.79,UPI,37895,2024-02
8443685057,19400174,On Time,3804.03,Card,52458,2023-07
1590988730,42208242,On Time,1928.1,Cash,33843,2023-12
7357811417,26364643,On Time,5692.84,UPI,7496,2024-09
394951937,65406127,On Time,1517.52,Cash,34174,2024-04
3967445448,20148223,On Time,154.5,Card,61413,2023-11
6101022928,10088428,On Time,1253.07,Card,8083,2024-10
6322372546,43052303,Significantly Delayed,3383.58,Wallet,8035,2024-02
9778782281,63025744,Slightly Delayed,477.12,Card,10170,2023-04
