order_id,customer_id,rating,feedback_category,sentiment,year_month
6074172790,14944819,4,Customer Service,Positive,2023-07
3381573131,67386193,1,Delivery,Negative,2024-07
3773745777,67701771,4,Customer Service,Neutral,2024-05
9251939156,89910157,4,App Experience,Positive,2023-12
3872982303,15484407,4,Delivery,Neutral,2024-02
2625987757,10769994,3,Delivery,Neutral,2023-08
3162249401,85519349,4,Delivery,Positive,2024-05
3108986741,49241309,3,Product Quality,Negative,2023-10
1851474741,23348269,2,Product Quality,Negative,2023-11
2425099132,85016568,4,Product Quality,Neutral,2023-08
6706793332,6247821,2,Delivery,Negative,2024-10
2149289255,57579640,3,Product Quality,Negative,2024-11
1971008155,2457734,1,App Experience,Negative,2023-10
2087093460,59329145,4,Delivery,Neutral,2024-07
2116712588,24043135,3,Delivery,Neutral,2023-11
6054358790,59216664,3,Product Quality,Neutral,2024-01
532660797,41008070,3,Delivery,Neutral,2024-05
1491991005,52215833,3,Product Quality,Negative,2024-03
4136019599,74179536,4,App Experience,Positive,2024-03
2122832513,55028958,1,Customer Service,Negative,2024-02
3717703595,88965399,4,Delivery,Positive,2023-04
3194733693,21866852,4,Product Quality,Neutral,2023-07
4471162437,27971619,4,App Experience,Neutral,2024-02
1609331948,8791577,3,Product Quality,Neutral,2024-01
6920030794,70372270,3,Customer Service,Negative,2024-06
5127172657,32293017,4,Product Quality,Positive,2024-06
8607115856,15931134,4,Customer Service,Neutral,2023-10
7154957395,60700850,3,App Experience,Neutral,2023-04
2070762702,34761418,4,Product Quality,Positive,2023-10
3697242439,99361865,3,Customer Service,Neutral,2024-10
3063427913,75984768,4,Customer Service,Positive,2023-09
2060061337,29272253,1,App Experience,Negative,2023-04
4625892678,80371626,1,Delivery,Negative,2023-06
6045698170,666589,5,Delivery,Positive,2024-01
7876289647,98858383,4,Delivery,Neutral,2024-08
3434084714,46836361,4,Product Quality,Positive,2024-02
9031695663,94730288,2,App Experience,Negative,2024-01
1955989715,77862447,4,Product Quality,Neutral,2023-12
3459500455,16379942,4,Customer Service,Positive,2023-12
5953376503,79169760,5,Customer Service,Positive,2024-05
121874867,94529626,5,Delivery,Positive,2023-03
2460545397,42872865,3,Product Quality,Neutral,2024-10
9690050839,55803572,4,App Experience,Neutral,2024-01
2574349065,51547198,4,Customer Service,Neutral,2024-04
2461936988,14428954,5,App Experience,Positive,2023-07
6447596416,76987910,4,Customer Service,Positive,2023-10
7228452275,42262168,2,App Experience,Negative,2023-05
6696750742,5277675,5,App Experience,Positive,2023-04
822235931,44410149,4,Customer Service,Neutral,2023-08
7678251499,17805991,2,Product Quality,Negative,2023-04
2497341976,9097480,1,App Experience,Negative,2023-09
9107314128,79591237,2,App Experience,Negative,2024-05
9855726256,8651281,4,App Experience,Positive,2023-05
9398719862,14991661,1,Delivery,Negative,2024-07
379494532,9650263,5,Customer Service,Positive,2024-07
1048784963,58942207,4,Product Quality,Neutral,2023-09
4386246924,69632084,3,Delivery,Negative,2024-08
2050362692,79991320,3,Customer Service,Neutral,2024-10
4142963293,34567918,4,Product Quality,Neutral,2024-11
9753528654,61522288,3,Product Quality,Neutral,2024-07
8126970833,14161586,4,Delivery,Neutral,2024-09
9747814712,16359370,5,Product Quality,Positive,2023-12
6281619403,77921718,5,Customer Service,Positive,2023-04
436184281,78614729,2,App Experience,Negative,2023-11
9799231260,22077605,4,Customer Service,Neutral,2024-03
4071811527,66023110,4,Customer Service,Positive,2023-07
5645359563,87160527,2,App Experience,Negative,2024-08
9411813703,62600289,3,Delivery,Negative,2023-09
4270217473,54580166,4,Customer Service,Neutral,2024-02
279851011,12967305,3,Delivery,Neutral,2023-04
6260524887,57081917,5,Delivery,Positive,2024-06
5853998391,94453274,3,Delivery,Negative,2023-09
9931976872,8955057,2,Delivery,Negative,2024-06
8432209832,90346920,4,Delivery,Neutral,2024-03
6023721507,8791577,4,Customer Service,Neutral,2024-04
3042338919,76212152,3,Delivery,Neutral,2023-05
233646065,16379942,4,Delivery,Neutral,2023-09
9870610018,94033330,2,Product Quality,Negative,2024-02
1398230967,46876240,1,App Experience,Negative,2024-04
8615488922,92209869,4,Product Quality,Positive,2023-11
2748841057,33544355,3,Delivery,Neutral,2023-12
1375867721,4862761,1,Delivery,Negative,2024-07
8595141097,96511007,4,Product Quality,Positive,2024-03
4673382071,21784094,3,Delivery,Neutral,2024-01
2948696008,51872499,2,Customer Service,Negative,2024-04
6839692624,64497538,1,Delivery,Negative,2023-11
5770951298,75510747,5,Delivery,Positive,2023-10
5084771819,6344345,4,App Experience,Neutral,2024-08
422403644,56548063,2,App Experience,Negative,2023-05
7176758896,18394558,4,Delivery,Neutral,2023-07
8252905093,42589311,5,Customer Service,Positive,2024-04
1488561572,75928073,4,App Experience,Neutral,2024-08
6212984517,72702075,4,Customer Service,Positive,2024-03
6309784337,26250082,2,Delivery,Negative,2024-05
4613890018,53538932,4,Delivery,Neutral,2023-10
3429728472,64017365,3,Delivery,Neutral,2023-03
267738904,63368244,5,Product Quality,Positive,2023-10
3850416839,57081917,4,App Experience,Neutral,2024-07
3412702479,86479284,4,App Experience,Positive,2023-12
2016183232,44928499,4,Customer Service,Positive,2023-07
3810280204,84361534,4,App Experience,Neutral,2023-10
2416767295,767523,3,Customer Service,Negative,2024-07
2283439407,46623192,2,Delivery,Negative,2023-07
4328802292,9738801,4,Delivery,Neutral,2023-06
7072715691,74195536,4,Delivery,Neutral,2023-12
5640741373,90298394,3,Delivery,Negative,2024-05
6931094066,17159117,3,Product Quality,Neutral,2023-11
3417088709,62629494,4,Product Quality,Positive,2024-05
4424404315,9274874,4,Product Quality,Positive,2023-07
2444087306,56250563,5,Delivery,Positive,2023-07
486085268,51040116,5,Customer Service,Positive,2023-12
1731312620,49795571,3,Customer Service,Neutral,2023-05
6475582506,82529927,5,Delivery,Positive,2023-09
1868581378,93198324,2,Product Quality,Negative,2024-03
8884235937,20298398,5,Product Quality,Positive,2024-08
4590662628,87200291,3,Customer Service,Negative,2024-01
992302540,32203588,2,Delivery,Negative,2023-11
7169974633,59110513,4,Delivery,Neutral,2024-10
6703651257,93198324,2,Delivery,Negative,2024-01
7180810221,20940403,3,Delivery,Neutral,2023-09
7875587578,60967677,1,Customer Service,Negative,2024-07
2578671497,76218218,4,Product Quality,Neutral,2024-01
6284350691,57207678,4,Product Quality,Positive,2024-06
5383261788,34588087,4,Product Quality,Neutral,2023-10
6590867973,56441247,5,Product Quality,Positive,2023-11
8787105023,81822935,4,Delivery,Positive,2024-05
1402916311,14275043,5,Customer Service,Positive,2024-04
9715205272,52409516,2,Product Quality,Negative,2024-10
3946852375,96253172,3,Product Quality,Negative,2024-07
3367039425,86050297,3,App Experience,Neutral,2024-03
687711388,52757321,5,App Experience,Positive,2024-02
647012431,34281470,2,Customer Service,Negative,2024-06
7143278295,50557979,5,Product Quality,Positive,2024-02
9736844695,31978160,5,Delivery,Positive,2024-04
5933289680,5751638,3,Product Quality,Negative,2023-12
9494303116,98858383,4,Product Quality,Positive,2024-07
9337878102,9987182,3,Delivery,Neutral,2023-05
6872621077,77128325,3,Customer Service,Negative,2023-09
7330237253,28428852,3,Product Quality,Neutral,2023-12
7942616242,33685414,2,Product Quality,Negative,2023-09
238520071,77320193,2,Product Quality,Negative,2024-02
5812379362,46504355,4,Customer Service,Neutral,2023-08
2616623847,49915498,3,Delivery,Neutral,2024-01
2040854480,40392019,5,Delivery,Positive,2023-12
5456484560,62600289,2,Delivery,Negative,2024-09
883309006,71229024,4,App Experience,Neutral,2024-04
6528341992,64497538,4,Product Quality,Neutral,2024-01
3263203775,44888581,1,Product Quality,Negative,2024-09
3660010934,83577942,1,Delivery,Negative,2024-01
7944885043,1683786,5,Customer Service,Positive,2024-05
2506369831,1529180,4,Delivery,Neutral,2023-06
697061213,91196901,3,Delivery,Neutral,2023-03
7079057004,1507408,3,Delivery,Neutral,2023-09
1556153632,67215939,4,App Experience,Neutral,2024-05
2161235338,38902882,5,App Experience,Positive,2024-04
1247978468,97484394,1,Customer Service,Negative,2024-07
5437627061,58505903,4,Customer Service,Neutral,2024-08
9091960039,13455530,3,Product Quality,Negative,2024-02
619198317,81906973,4,Delivery,Neutral,2023-11
9833179291,90372221,3,App Experience,Negative,2023-05
4148760273,93122847,5,Product Quality,Positive,2024-05
7206041763,74694186,4,Product Quality,Positive,2023-05
690097648,2684440,2,App Experience,Negative,2023-12
4197061567,52757321,5,Customer Service,Positive,2024-02
2009394836,55056284,5,App Experience,Positive,2023-10
277502363,88203688,3,App Experience,Neutral,2023-12
4356959622,38709137,3,Delivery,Negative,2024-01
174306009,87457446,4,Delivery,Positive,2024-08
9582674091,34237583,4,Delivery,Neutral,2024-08
8675579025,44409533,4,Delivery,Neutral,2024-07
5195999941,52757321,4,Customer Service,Neutral,2024-07
5210007923,97507853,3,Product Quality,Neutral,2024-10
6595771960,45700473,2,Delivery,Negative,2023-04
4247338382,34853377,5,Product Quality,Positive,2023-12
819143326,88324928,4,App Experience,Neutral,2024-01
3830844750,23996221,2,Delivery,Negative,2023-08
1687314172,82425179,4,App Experience,Positive,2024-03
6756007265,80850753,4,Product Quality,Neutral,2023-07
489762747,19482392,3,Customer Service,Negative,2024-09
7509195875,42723554,4,Product Quality,Neutral,2023-11
2370917070,5763963,1,App Experience,Negative,2023-07
2055388266,119099,4,Product Quality,Positive,2023-06
8969304162,43052303,2,Customer Service,Negative,2023-10
5412674107,88111697,4,Product Quality,Neutral,2024-10
1536516619,15631726,4,Product Quality,Positive,2023-11
3858907413,89910157,2,Customer Service,Negative,2023-07
4976389251,79478655,4,Product Quality,Positive,2023-09
2218319201,40587811,4,Customer Service,Neutral,2024-11
6729422433,68159723,3,Product Quality,Neutral,2023-07
1354097448,98687927,4,Product Quality,Positive,2023-06
8952275304,81174361,3,App Experience,Negative,2024-08
436603801,54619715,5,Product Quality,Positive,2023-12
5273875984,9278983,4,Customer Service,Positive,2023-05
9290203003,21573815,3,Delivery,Neutral,2024-04
6240982373,91243571,2,App Experience,Negative,2023-04
2718348206,5763963,4,Delivery,Neutral,2023-11
4903544026,57331847,4,Customer Service,Neutral,2024-05
2827266949,93675757,5,Delivery,Positive,2024-09
4278423074,67708491,4,Product Quality,Positive,2023-12
645916247,76857266,2,App Experience,Negative,2023-10
5816647866,81420960,4,Product Quality,Neutral,2024-09
7282397914,97825663,3,App Experience,Neutral,2024-07
3260611473,12832151,2,Customer Service,Negative,2024-02
8638163868,87718744,2,Delivery,Negative,2023-06
177850987,51174875,3,App Experience,Neutral,2023-11
9653859166,32987624,3,App Experience,Negative,2023-03
9991338690,98444183,1,Delivery,Negative,2024-07
1714593246,27698051,4,App Experience,Neutral,2024-10
9742461226,34095555,4,Customer Service,Neutral,2024-01
3314393477,55170753,3,Product Quality,Neutral,2024-10
4188317986,42366724,4,Customer Service,Neutral,2023-03
1646665366,51387106,2,Delivery,Negative,2024-07
9558804585,82700270,4,App Experience,Neutral,2024-03
9047652469,71902700,4,App Experience,Neutral,2024-08
2893800377,57892837,4,Delivery,Neutral,2024-03
6139157985,88517890,3,Product Quality,Negative,2024-02
6029394789,7591711,2,Product Quality,Negative,2023-04
5874940276,38875754,3,Product Quality,Negative,2024-04
5205211911,57662767,5,Product Quality,Positive,2024-09
5314758068,48776805,4,Customer Service,Neutral,2024-02
484869710,6756256,3,App Experience,Neutral,2023-09
9957728938,25915909,4,Customer Service,Positive,2024-08
3136056666,57770044,3,Customer Service,Negative,2024-04
4926104391,47206881,4,Delivery,Neutral,2023-10
1827844756,16785724,4,App Experience,Positive,2023-04
7032037874,57291761,3,App Experience,Neutral,2024-06
3779230503,46699982,5,App Experience,Positive,2023-07
3473012553,89669139,2,Customer Service,Negative,2024-02
7988504487,8164639,4,App Experience,Neutral,2024-05
7193792738,84572019,4,Delivery,Positive,2024-06
1533583386,35912599,3,Product Quality,Negative,2023-08
7750989397,79672044,3,Delivery,Neutral,2024-01
4434816229,63292875,4,Delivery,Neutral,2023-09
6896732047,62068277,4,Delivery,Neutral,2024-04
4740837071,64795608,4,Delivery,Positive,2023-11
6649631729,75640174,3,Product Quality,Neutral,2024-09
5351526726,75892474,5,Delivery,Positive,2023-03
1506082041,11446157,1,App Experience,Negative,2023-05
1023260165,10683250,3,Delivery,Neutral,2024-02
8257032403,17805991,3,App Experience,Neutral,2024-09
7216524192,72605638,3,Customer Service,Negative,2024-09
8619795820,98687927,1,Product Quality,Negative,2024-09
6494708839,25595836,5,App Experience,Positive,2023-06
9859249765,5039883,4,Product Quality,Positive,2024-05
3528020011,33675108,4,Customer Service,Positive,2023-11
5937934264,90346920,5,App Experience,Positive,2024-09
2976477423,57213543,3,Customer Service,Neutral,2023-08
1002438039,85198177,1,Customer Service,Negative,2024-02
2571163022,59345983,4,Product Quality,Neutral,2024-02
6850221497,21270783,4,Customer Service,Positive,2024-07
4706569127,68016312,5,Delivery,Positive,2023-07
8168261752,65903057,4,App Experience,Positive,2024-04
5828325906,40587811,3,Delivery,Neutral,2023-12
5012271549,73061709,2,App Experience,Negative,2024-09
8110316958,61226835,1,Delivery,Negative,2024-01
3190808443,77618011,4,Delivery,Positive,2024-01
7175472728,9551011,3,App Experience,Neutral,2023-09
6011117738,24337950,3,Product Quality,Neutral,2024-01
5592928753,46875863,3,App Experience,Neutral,2024-08
3952040848,31156674,3,Product Quality,Negative,2024-05
7026479520,81994445,3,Customer Service,Negative,2024-07
6572695161,64197854,3,Delivery,Negative,2024-03
9090769419,66485571,4,Delivery,Positive,2024-09
5979489110,22161071,2,Product Quality,Negative,2023-09
964698323,81763298,2,App Experience,Negative,2024-09
2304242664,65815155,4,Delivery,Neutral,2024-03
2483843748,26040510,5,Customer Service,Positive,2023-05
2560588609,6291143,5,App Experience,Positive,2024-06
9268920928,17805991,1,Product Quality,Negative,2023-07
9554019312,6247821,4,App Experience,Positive,2023-09
3749174258,38902193,4,Product Quality,Positive,2024-02
3947164241,95768401,4,App Experience,Positive,2024-11
487327038,67277562,4,Product Quality,Positive,2023-10
8830321199,93341057,5,Product Quality,Positive,2024-08
3811318591,64940409,1,App Experience,Negative,2023-07
6795601573,46629917,5,Customer Service,Positive,2023-12
2348495717,86067293,5,Customer Service,Positive,2023-06
9505736584,63571453,5,Delivery,Positive,2024-06
1857227304,99301505,5,Product Quality,Positive,2024-03
5506485302,66655397,4,App Experience,Positive,2023-05
6074837981,61015113,5,Customer Service,Positive,2024-04
4150569633,2903620,3,App Experience,Negative,2023-10
609838437,54619715,3,Delivery,Neutral,2023-12
5229657139,18889370,4,Product Quality,Positive,2023-10
2589639350,64141971,4,App Experience,Positive,2023-08
7656948165,44410149,4,Delivery,Neutral,2023-06
1806563605,25659794,2,Customer Service,Negative,2023-12
359819834,12755730,3,App Experience,Negative,2023-12
1908423841,56441247,4,App Experience,Neutral,2023-10
299859815,2848415,1,Delivery,Negative,2024-01
923659418,25081012,3,Customer Service,Neutral,2023-04
3560625119,82989313,2,App Experience,Negative,2023-05
7111490680,32500305,5,Customer Service,Positive,2024-01
5766981431,93675757,5,Delivery,Positive,2024-01
8609945311,51670882,1,Customer Service,Negative,2024-05
1691260635,80796977,4,Delivery,Neutral,2024-06
8742091504,78254569,2,App Experience,Negative,2023-07
1997833025,72489544,1,App Experience,Negative,2023-07
3588296877,83404008,5,App Experience,Positive,2024-08
2404804990,81757554,4,Product Quality,Positive,2023-12
8091385479,16082651,5,Customer Service,Positive,2024-04
7133174424,8513589,5,App Experience,Positive,2023-06
6110446321,78412820,3,App Experience,Negative,2024-10
6964586050,4597433,1,Delivery,Negative,2024-08
2351986014,85626346,3,Customer Service,Negative,2023-04
352569720,65660660,3,Product Quality,Neutral,2023-06
1235280275,46875863,3,Product Quality,Neutral,2023-08
9399859705,57548210,5,Delivery,Positive,2023-10
7530379037,99729547,4,Customer Service,Neutral,2024-08
5952886441,16420489,2,Delivery,Negative,2024-03
5815833211,31940833,5,App Experience,Positive,2024-02
7307394687,47043878,4,Customer Service,Positive,2024-05
6033014029,29525287,4,App Experience,Neutral,2024-10
1409944718,39042103,3,Product Quality,Neutral,2023-08
1811382200,37915052,4,Product Quality,Neutral,2023-08
4485391413,11478478,4,Product Quality,Neutral,2023-12
4076279641,89476734,2,Delivery,Negative,2023-07
2965387566,47955004,4,App Experience,Positive,2023-08
9397774189,92245432,5,Delivery,Positive,2023-06
1437159967,68016312,4,Customer Service,Positive,2024-06
8397785448,67952740,4,App Experience,Positive,2024-09
2778606949,33675108,4,Customer Service,Neutral,2024-10
1774096863,60656482,4,Customer Service,Neutral,2023-06
1497256618,87220860,4,App Experience,Positive,2023-04
734095510,56480776,4,App Experience,Positive,2024-06
5755859055,79592021,3,Customer Service,Neutral,2024-10
5840290569,99490786,1,Product Quality,Negative,2023-09
8200985533,1855421,3,Delivery,Negative,2024-01
3255590064,92642745,2,Delivery,Negative,2023-04
4258404747,27692428,4,Product Quality,Positive,2024-10
2455161115,27620326,3,Delivery,Neutral,2024-01
4448004569,47215976,5,Product Quality,Positive,2024-01
5951090793,27878182,1,App Experience,Negative,2024-04
7402491996,92509376,4,Product Quality,Positive,2024-07
8532411923,57360162,3,App Experience,Negative,2024-07
7130555385,37309023,3,Product Quality,Neutral,2024-01
4338197132,66310963,4,Customer Service,Positive,2024-10
8044366071,80833965,1,App Experience,Negative,2023-04
4135251774,77961205,1,Product Quality,Negative,2024-10
6331483812,97411107,3,Product Quality,Neutral,2024-09
6705171000,52417972,4,Product Quality,Positive,2023-09
7850128898,38478423,2,Product Quality,Negative,2024-06
3602554049,65815155,4,Customer Service,Neutral,2023-07
1070259187,22738465,3,App Experience,Negative,2023-06
8412338399,2566268,3,Product Quality,Neutral,2024-10
1478022303,69353754,3,Product Quality,Neutral,2023-12
2376108199,81757554,4,Product Quality,Neutral,2024-05
5243035202,10541231,2,Product Quality,Negative,2024-10
3687581971,81932548,4,App Experience,Positive,2024-10
7008586055,96109948,3,App Experience,Negative,2023-05
5142069216,35459748,4,Product Quality,Neutral,2024-02
4152441944,92636025,5,Customer Service,Positive,2023-04
5601670348,32830199,3,Product Quality,Neutral,2024-10
605105099,5039883,5,Customer Service,Positive,2023-12
4054936140,28286754,2,Product Quality,Negative,2024-04
8741892156,66886852,5,Product Quality,Positive,2023-11
9143640828,90298394,3,Product Quality,Neutral,2023-07
6900876252,87984862,4,Product Quality,Positive,2024-02
9801174908,54347213,3,Product Quality,Neutral,2024-04
551343632,59840071,5,App Experience,Positive,2024-02
7961173808,90184276,3,App Experience,Neutral,2023-06
328909145,36146306,4,Delivery,Neutral,2024-09
5551173528,64151769,3,Delivery,Negative,2024-11
4461788759,79895967,5,Customer Service,Positive,2024-04
7256212429,28350645,4,App Experience,Neutral,2024-03
9104077642,18199057,3,Customer Service,Neutral,2024-10
2914056235,31456752,1,Customer Service,Negative,2024-01
9127632807,81528623,2,Delivery,Negative,2023-05
6070154414,45052594,3,App Experience,Negative,2023-06
2318969828,2457734,4,Product Quality,Positive,2023-03
3813047994,60275891,4,Customer Service,Neutral,2023-12
1416102774,92245432,5,Customer Service,Positive,2024-04
8086834412,23286884,4,Delivery,Positive,2024-03
6193826826,85561151,4,Customer Service,Positive,2023-08
8444509148,64141971,2,Delivery,Negative,2024-02
42332130,70363568,3,Customer Service,Neutral,2024-10
6009342120,59620534,1,Customer Service,Negative,2024-03
4818516411,85006599,1,App Experience,Negative,2023-10
1039229544,93730857,4,Customer Service,Neutral,2024-08
1515943657,59436131,3,Product Quality,Negative,2023-09
9183547951,19259955,3,Product Quality,Negative,2024-01
8478376092,91500615,2,Product Quality,Negative,2023-04
1454073903,89874335,1,Delivery,Negative,2023-09
2855402284,33370343,3,Delivery,Negative,2023-07
7245730533,51670882,4,App Experience,Positive,2024-05
2272892659,24308515,3,App Experience,Negative,2023-07
9087377568,54038173,3,App Experience,Neutral,2024-02
8443685057,19400174,3,Product Quality,Neutral,2023-07
1590988730,42208242,3,Delivery,Neutral,2023-12
7357811417,26364643,4,Product Quality,Neutral,2024-09
394951937,65406127,4,App Experience,Positive,2024-04
3967445448,20148223,4,Delivery,Positive,2023-11
6101022928,10088428,4,Delivery,Positive,2024-10
6322372546,43052303,1,Product Quality,Negative,2024-02
9778782281,63025744,3,Product Quality,Neutral,2023-04
3867563962,14940427,4,Delivery,Neutral,2023-12
9277710098,38969732,5,Product Quality,Positive,2023-04
7669322773,6081270,4,Customer Service,Neutral,2023-08
3917427529,68159723,3,Customer Service,Neutral,2024-10
1934158144,65134271,3,Product Quality,Neutral,2024-04
3157338466,243838,4,Delivery,Positive,2023-08
9640662474,74761384,4,Delivery,Neutral,2024-04
2356272189,42432226,4,Delivery,Positive,2024-04
1380510406,54338574,3,Delivery,Negative,2024-07
8008377895,23794330,5,Delivery,Positive,2023-06
3680678403,57537308,3,Customer Service,Neutral,2023-03
2847236502,6812439,5,Product Quality,Positive,2024-07
5212392063,75510747,5,App Experience,Positive,2024-06
3804024939,91566278,4,Delivery,Neutral,2024-01
5395870775,18394558,4,Product Quality,Positive,2024-08
511736499,38615653,3,Product Quality,Neutral,2024-10
2895886759,69863493,5,Product Quality,Positive,2023-09
6638513435,32809328,4,Customer Service,Positive,2024-08
4168083780,13581527,2,Product Quality,Negative,2024-06
2501516144,88252625,3,Customer Service,Neutral,2024-10
7141387557,98246574,3,Customer Service,Neutral,2023-08
2747350024,75860724,3,Product Quality,Negative,2024-08
9503407492,29272253,4,App Experience,Positive,2023-08
4845607487,78053306,1,Product Quality,Negative,2023-03
2051769691,30447453,4,Product Quality,Neutral,2023-09
1092990139,85476508,3,App Experience,Negative,2024-10
5527612319,14632090,4,Customer Service,Positive,2024-09
8852367079,22694456,3,Customer Service,Neutral,2024-04
1666202264,85474732,2,Product Quality,Negative,2023-05
8606484804,41155125,2,Product Quality,Negative,2024-06
8905341102,80862136,5,App Experience,Positive,2024-02
5418735913,10210309,1,Customer Service,Negative,2024-07
970377475,48167795,5,Delivery,Positive,2024-09
7320527109,83298567,4,Product Quality,Neutral,2024-01
5120698,44174426,5,Delivery,Positive,2023-06
3812396179,24496983,4,Customer Service,Positive,2023-07
8178951021,46208150,5,Delivery,Positive,2024-03
2479115586,55056284,4,Customer Service,Neutral,2024-03
6239453389,26285589,4,Customer Service,Positive,2023-10
3136508414,13585482,4,Delivery,Neutral,2024-07
5521273487,6992801,3,Product Quality,Neutral,2024-05
5445047872,37802267,2,Customer Service,Negative,2023-10
3678525130,36428139,5,Delivery,Positive,2023-03
9328056960,81229704,4,App Experience,Positive,2024-08
2109203997,40277444,1,App Experience,Negative,2024-05
556665455,32500305,4,Delivery,Positive,2024-02
6573705785,24000329,4,Delivery,Positive,2023-11
2609502403,2058037,3,App Experience,Neutral,2024-10
1463293930,85354059,4,App Experience,Positive,2024-06
8132887999,84456355,2,Product Quality,Negative,2024-02
7178789018,46208150,3,Delivery,Neutral,2023-09
2295700159,83023956,4,App Experience,Positive,2024-03
9277089038,35988028,4,Product Quality,Neutral,2023-04
145057465,54923640,2,Delivery,Negative,2024-11
9452353274,97770901,4,App Experience,Positive,2024-10
5434328922,67340606,3,Delivery,Negative,2024-02
3327051807,99707100,5,Product Quality,Positive,2023-10
1461604569,25713335,2,Customer Service,Negative,2024-04
606518084,78725001,4,Delivery,Positive,2023-10
7637625389,13122744,2,Product Quality,Negative,2023-10
7311621328,30891209,5,Product Quality,Positive,2024-04
8790217194,38244021,4,Customer Service,Neutral,2024-03
1772445313,13071673,5,Product Quality,Positive,2023-07
159394992,35358395,4,App Experience,Positive,2024-08
7992910755,76218218,5,App Experience,Positive,2023-07
1786931285,1719710,4,Product Quality,Positive,2023-06
2225520858,95372766,4,Delivery,Positive,2023-11
5635738740,33034249,1,Customer Service,Negative,2023-09
2230824358,41878908,2,App Experience,Negative,2023-05
9217211301,52085702,2,Delivery,Negative,2023-06
4501870609,16082651,4,Customer Service,Neutral,2024-07
838401679,89699655,3,Product Quality,Negative,2023-07
9587315528,66440188,2,Delivery,Negative,2024-08
3122936945,95001589,3,Customer Service,Negative,2023-05
6093390755,32054313,3,Delivery,Negative,2023-11
2032956677,66932104,3,Product Quality,Neutral,2024-05
1488430001,67092149,2,Delivery,Negative,2024-08
615391848,65570302,3,App Experience,Negative,2024-09
8686093533,30823988,5,Customer Service,Positive,2024-02
7038758506,68714053,2,Delivery,Negative,2023-05
2385966456,12184293,1,Customer Service,Negative,2023-08
259622674,61002154,4,Product Quality,Positive,2023-05
2580381935,4394659,4,App Experience,Positive,2024-05
5035471587,18140588,3,Customer Service,Neutral,2024-01
9421270813,26844216,3,Product Quality,Negative,2024-04
1831516625,46629917,3,Product Quality,Neutral,2024-03
1918841793,95334407,3,Customer Service,Neutral,2024-06
1757159071,59094034,1,App Experience,Negative,2024-03
7589464630,91196901,5,Delivery,Positive,2024-07
1577085460,74682740,1,Delivery,Negative,2023-09
2279018877,40305293,4,Customer Service,Neutral,2024-06
7431412128,96989204,4,Customer Service,Neutral,2023-05
8781520615,85519349,4,Delivery,Neutral,2024-04
1276192882,97678578,5,Product Quality,Positive,2024-01
4065794921,85518832,5,Customer Service,Positive,2024-03
